energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
211.4,0.15,0.18,0.01,,3919.78,0.0000000001,3708.41,M1(+E2),0.04,7,1.126,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
233.36,0.15,0.31,0.01,0.0000000001,3708.41,0.000000000004,3475.088,M1+E2,0.6,AP,0.70,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
252.61,0.1,0.78,0.02,0.000000000018,3960.93,0.0000000001,3708.41,M1(+E2),-0.35,10,0.63,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
277.371,0.005,6.6,0.3,0.000000000004,3475.088,0.000000000294,3197.717,M1+E2,0.017,11,0.533,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
485.95,0.15,0.049,0.004,0.000000000018,3960.93,0.000000000004,3475.088,,,,,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
510.77,0.1,22.6,0.2,0.0000000001,3708.41,0.000000000294,3197.717,M1+E2,-0.05,5,0.1027,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
583.187,0.002,85,0.3,0.000000000294,3197.717,0.0000000000167,2614.529,E2,,,0.0205,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
587.7,,0.06,0.02,,4296.28,0.0000000001,3708.41,,,,,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
650.1,0.3,0.05,0.02,,4125.28,0.000000000004,3475.088,,,,,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
705.2,0.3,0.022,0.004,,4180.38,0.000000000004,3475.088,,,,,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
722.04,0.12,0.24,0.04,,3919.78,0.000000000294,3197.717,M1+E2,0.31,7,0.0390,,81,127,Tl,,0,,5+,3.053,,4,m,183.18,0.24,B-,100,,4998.4,17,82,126,Pb,1-Jun-2007,M. J. MARTIN,2025-12-15
