energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
510,2,0.076,0.001,,513,185.82,0.0,[E2],,,0.0306,,86,136,Rn,,0,,0+,3.8222,,9,d,330238.08,77.76,A,100,,5590.4,3,84,134,Po,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2025-12-15
13.292,,0.0007420888748,0.000032377769118661085,,,,,,,,,,86,136,Rn,,0,,0+,3.8222,,9,d,330238.08,77.76,A,100,,5590.4,3,84,134,Po,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2025-12-15
76.862,,0.0004571827305332138,0.000010938834632608748,,,,,,,,,,86,136,Rn,,0,,0+,3.8222,,9,d,330238.08,77.76,A,100,,5590.4,3,84,134,Po,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2025-12-15
79.29,,0.0007613367702468174,0.000017938338968748,,,,,,,,,,86,136,Rn,,0,,0+,3.8222,,9,d,330238.08,77.76,A,100,,5590.4,3,84,134,Po,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2025-12-15
89.837,,0.0002621071695041715,0.000007265871602333055,,,,,,,,,,86,136,Rn,,0,,0+,3.8222,,9,d,330238.08,77.76,A,100,,5590.4,3,84,134,Po,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2025-12-15
90.941,,0.00034362249921996883,0.000009434974548423876,,,,,,,,,,86,136,Rn,,0,,0+,3.8222,,9,d,330238.08,77.76,A,100,,5590.4,3,84,134,Po,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2025-12-15
92.315,,0.00008151532971579734,0.000002612218470002448,,,,,,,,,,86,136,Rn,,0,,0+,3.8222,,9,d,330238.08,77.76,A,100,,5590.4,3,84,134,Po,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2025-12-15

