energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
4.413,0.012,0.0000233,0.0000008,0.0000000154,4.413,3.96,0.0,(E2),,,2.41E6,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
9.987,0.016,0.016856,0.0018079524330025943,0.000000000875,14.400,0.0000000154,4.413,M1+E2,0.048,4,9.2E2,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
14.4,0.01,0.019866,0.0018087114197682284,0.000000000875,14.400,3.96,0.0,M1+E2,0.112,4,511,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
31.98,0.03,0.00010836,0.000024086054056237604,0.0000000000423,158.631,0.000000000402,126.726,E2,,,1.98E3,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
34.5,0.2,,,,377.33,,342.792,[M1+E2],,,7.1E2,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
69.5,0.1,0.007224,0.0030102152746938216,,446.82,,377.33,(M1),,,7.36,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
70.9,,0.0036722,0.001204139065888986,,517.7,,446.82,[D E2],,,21,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
102.2,0.2,0.000903,0.00042142402636774284,0.0000000000062,445.037,,342.792,[E1],,,0.44,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
103.2,0.2,0.00602,0.0030101494979485654,,594.08,,490.88,(M1+E2),,,9.6,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
104.23,0.08,0.0119196,0.0006049234331715048,,446.82,,342.792,(M1+E2),,,9.3,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
106.78,0.03,0.0229362,0.0010896116051144096,0.0000000000062,445.037,0.0000000000061,338.276,M1(+E2),0.5,LT,10.4,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
108.5,0.2,0.00602,0.0030101494979485654,,446.82,0.0000000000061,338.276,[E1],,,0.38,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
110.856,0.01,0.0522536,0.0012907400202984334,0.0000000000142,269.475,0.0000000000423,158.631,E2,,,5.36,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
112.6,,,,,711.34,,598.721,[D E2],,,5.0,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
114.7,0.2,0.010234,0.004214308602843413,,490.88,0.0000000000069,376.19,[E1],,,0.334,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
122.319,0.01,1.304534,0.009279756731725245,0.000000000402,126.726,0.0000000154,4.413,M1+E2,-0.127,15,7.34,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
131.6,0.2,0.005418,0.003010121093909679,,646.09,,514.42,[D E2],,,3.1,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
138.3,0.3,0.0026488,0.001083680395688692,,514.42,0.0000000000069,376.19,[M1+E2],,,3.7,,88,135,Ra,,0,,3/2+,11.43,,5,d,987552,4320,A,100,,5978.99,21,86,133,Rn,19-May-2021,Balraj Singh et al. and ,2025-12-15
