energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
6.28,0.03,0.0000015,0.00000015,,6.28,,0.0,(M2),,,6.68E6,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
6.67,0.02,0.000032,0.000003,,6.670,,0.0,E2,,,1.56E6,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
12.75,0.05,0.304,0.0640000072199996,,33.07,,20.19,(E1(+M2)),,,1.0E5,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
13.52,0.02,1.6,0.00016,,20.19,,6.670,E1,,,5.86,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
15.15,0.08,,,,,,,,,,,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
15.5,0.2,0.16,0.03200000399999975,,,,,(E1),,,4.07,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
16.2,0.1,0.72,0.08000003239999344,,,,,(E1),,,3.62,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
26.4,0.1,0.0149,0.0015,,33.07,,6.670,M1+E2,0.07,AP,201,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
30.6,0.1,,,,,,,,,,,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
15.349,,1.042608,,,,,,,,,,,88,140,Ra,,0,,0+,5.75,,3,Y,181452324.353904,946707.77923776,B-,100,,45.5,6,89,139,Ac,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15

