energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
919.27,0.24,0.00064,0.00012,,1041.11,0.00000000143,121.78,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
919.337,0.004,0.419,0.005,0.000000000005,1041.1217,0.000000001396,121.7818,E1,,,0.001210,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
919.74,0.04,0.0065,0.0004,,1730.207,0.000000000007,810.453,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
926.3,,,,,1292.66,,366.45,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
926.31,0.05,0.272,0.003,,1292.753,0.00000000006,366.4795,[E2],,,0.00293,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
930.59,0.05,0.0729,0.0019,0.0000000000073,930.546,,0.0,(E2),,,0.00320,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
937.05,0.15,0.0027,0.0008,,1692.40,0.0000000000073,755.3960,[M1 E2],,,0.0043,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
947.15,0.14,0.00109,0.00019,,1757.001,0.000000000007,810.453,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
958.63,0.05,0.0197,0.0011,,1769.130,0.000000000007,810.453,[M1 E2],,,0.0035,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
961.08,0.04,0.008,0.0021,,1082.816,0.000000001396,121.7818,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
961.14,0.14,0.128,0.016,,1082.88,0.00000000143,121.78,[E2],,,0.00270,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
963.367,0.007,0.14,0.006,0.0000000000000199,963.363,,0.0,[E1],,,0.001107,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
963.38,0.04,11.6,1.3,,963.40,,0.0,[E1],,,1.11E-3,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
964.057,0.005,14.51,0.07,0.000000000004,1085.8408,0.000000001396,121.7818,M1+E2,-9.3,6,0.00271,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
964.1,,,,,1086.1,0.00000000143,121.78,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
968.65,0.04,0.00792,0.00022,,1779.119,0.000000000007,810.453,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
