energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
67.672,0.002,0.37673,0.03083388558064001,0.00000000063,67.67,,0.0,E2,,,61.9,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
67.81,0.2,,,,321.54,,253.73,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
110,0.1,0.00005959,0.000006167179257975237,,321.54,0.00000000017,211.54,[E1],,,0.388,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
124.8,0.2,0.0000002828,0.00000014239452236655733,,446.3,,321.54,[E2],,,3.81,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
143.872,0.004,0.048783,0.0036518061284794407,0.00000000017,211.54,0.00000000063,67.67,E2,,,2.11,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
186.053,0.004,0.008787,0.00066007575322837,,253.73,0.00000000063,67.67,E1,,,0.108,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
205.1,0.5,0.000005151,0.0000012500319995904106,,416.5,0.00000000017,211.54,[E2],,,0.545,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
235,0.1,0.000008383,0.0000018849742703814289,,446.3,0.00000000017,211.54,[E1],,,0.0623,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
253.729,0.01,0.01111,0.0008310385069297331,,253.73,,0.0,E1,,,0.0520,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
253.8,0.1,0.0008484,0.00010393733689103257,,321.54,0.00000000063,67.67,[E1],,,0.0519,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
551.8,0.5,0.0000005454,0.00000008705400622602041,,873.7,,321.54,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
570.5,0.3,0.000003333,0.0000005424287971706517,,824.6,,253.73,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
620,0.5,0.0000007979,0.00000013013915629048776,,873.7,,253.73,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
14.92,,7.731809660327399,0.7094056020171331,,,,,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
85.432,,0.004258131912065503,0.00029866158253710127,,,,,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
88.471,,0.006955458856689812,0.0004870221377401108,,,,,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
100.119,,0.002440307027236661,0.0001743779671691707,,,,,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
101.37,,0.003240727732170286,0.00023125227007103803,,,,,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15
102.948,,0.0008004207049336249,0.00005848296173738644,,,,,,,,,,90,140,Th,,0,,0+,75584,,55,Y,2385198692863.5615,1735630928.60256,A,100,,4770.0,15,88,138,Ra,1-Feb-1996,Y. A. AKOVALI,2025-12-15

