energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
18.4,,0.014,0.004,,1450.35,,1431.981,[E1],,,6.47,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
42.46,0.05,0.009,0.003,,1688.398,,1646.005,[M1],,,46.3,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
56.96,0.05,0.019,0.004,,,,,,,,,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
57.766,0.005,0.47,0.03,,57.763,,0.0,E2,,,153.1,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
77.34,0.03,0.026,0.005,,1168.377,,1091.020,[E1],,,0.232,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
99.509,0.006,1.26,0.07,,1531.478,,1431.981,M1,,,3.84,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
100.41,0.03,0.093,0.013,,1122.949,,1022.531,(E1+M2),0.23,AP,3.10,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
114.56,0.07,0.0098,0.0021,,1646.005,,1531.478,[M1 E2],,,9,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
129.065,0.001,2.42,0.09,,186.827,,57.763,E2,,,3.74,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
135.54,0.05,0.018,0.004,,1226.566,,1091.020,E1,,,0.238,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
137.91,0.05,0.024,0.005,,,,,M1,,,7.44,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
141.02,0.03,0.05,0.008,,519.195,,378.178,E1,,,0.217,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
145.849,0.01,0.158,0.008,,1168.377,,1022.531,E1,,,0.200,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
153.977,0.01,0.722,0.021,,1122.949,,968.972,E1,,,0.1757,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
168.65,0.1,0.003,0.0007,,1928.66,,1760.17,[M1 E2],,,2.7,,89,139,Ac,,0,,3+,6.15,,2,h,22140,72,B-,100,,2123.8,26,90,138,Th,31-Dec-2012,KHALIFEH ABUSALEEM,2025-12-15
