
-----[AUTO PROBE 2025-11-13 19:56:54]-----

CMD: G
   Full 1024-int Array received:
   Temp:28.62
   CompFactor:1.00
   Comp
   0,10.00
   0,11.77
   0,13.55
   0,15.33
   0,17.12
   0,18.90
   39,20.69
   39,22.49
   45,24.28
   59,26.08
   56,27.88
   65,29.69
   78,31.50
   72,33.31
   80,35.12
   76,36.94
   58,38.76
   44,40.59
   45,42.42
   46,44.25
   33,46.08
   31,47.92
   46,49.76
   35,51.61
   37,53.46
   30,55.31
   45,57.16
   41,59.02
   45,60.88
   43,62.75
   45,64.62
   37,66.49
   36,68.37
   41,70.25
   44,72.13
   44,74.02
   43,75.91
   45,77.81
   43,79.70
   36,81.61
   56,83.51
   41,85.42
   45,87.34
   42,89.26
   65,91.18
   52,93.10
   52,95.03
   41,96.97
   43,98.91
   55,100.85
   46,102.79
   42,104.74
   49,106.70
   53,108.65
   55,110.62
   51,112.58
   56,114.55
   53,116.53
   50,118.51
   52,120.49
   51,122.48
   46,124.47
   58,126.47
   52,128.47
   64,130.47
   63,132.48
   46,134.49
   42,136.51
   52,138.53
   57,140.56
   58,142.59
   62,144.63
   62,146.67
   68,148.71
   52,150.76
   55,152.82
   63,154.88
   44,156.94
   50,159.01
   59,161.08
   55,163.16
   53,165.24
   62,167.33
   47,169.42
   42,171.52
   58,173.62
   48,175.73
   64,177.84
   53,179.96
   51,182.08
   59,184.20
   52,186.33
   40,188.47
   64,190.61
   62,192.76
   57,194.91
   68,197.07
   63,199.23
   68,201.40
   73,203.57
   73,205.75
   87,207.93
   62,210.12
   74,212.31
   46,214.51
   91,216.71
   77,218.92
   75,221.13
   56,223.35
   77,225.58
   68,227.81
   70,230.05
   67,232.29
   59,234.53
   53,236.79
   52,239.04
   51,241.31
   49,243.58
   57,245.85
   52,248.13
   46,250.42
   45,252.71
   42,255.01
   52,257.31
   45,259.62
   51,261.93
   46,264.25
   46,266.58
   51,268.91
   40,271.25
   37,273.60
   39,275.95
   38,278.30
   34,280.66
   43,283.03
   39,285.40
   48,287.78
   38,290.17
   39,292.56
   31,294.96
   32,297.36
   27,299.77
   36,302.19
   32,304.61
   23,307.04
   37,309.48
   25,311.92
   31,314.37
   28,316.82
   25,319.28
   36,321.75
   32,324.22
   32,326.70
   41,329.18
   26,331.68
   34,334.18
   25,336.68
   43,339.19
   32,341.71
   24,344.24
   24,346.77
   34,349.30
   29,351.85
   34,354.40
   27,356.96
   30,359.52
   25,362.09
   31,364.67
   35,367.26
   30,369.85
   24,372.45
   43,375.05
   32,377.66
   40,380.28
   31,382.91
   38,385.54
   27,388.18
   30,390.83
   38,393.48
   23,396.14
   28,398.81
   27,401.49
   32,404.17
   30,406.86
   24,409.55
   25,412.26
   28,414.97
   28,417.69
   26,420.41
   31,423.14
   28,425.88
   34,428.63
   39,431.38
   41,434.15
   40,436.91
   33,439.69
   30,442.47
   37,445.27
   32,448.06
   35,450.87
   33,453.68
   40,456.50
   41,459.33
   32,462.17
   36,465.01
   35,467.87
   39,470.72
   15,473.59
   36,476.47
   29,479.35
   36,482.24
   24,485.14
   31,488.04
   34,490.95
   26,493.88
   20,496.80
   23,499.74
   15,502.69
   12,505.64
   17,508.60
   11,511.57
   20,514.54
   9,517.53
   19,520.52
   12,523.52
   11,526.53
   17,529.55
   8,532.57
   5,535.61
   8,538.65
   8,541.70
   8,544.76
   6,547.82
   9,550.90
   6,553.98
   5,557.07
   8,560.17
   6,563.28
   2,566.39
   3,569.52
   5,572.65
   6,575.79
   8,578.94
   3,582.10
   9,585.27
   5,588.44
   3,591.62
   5,594.82
   4,598.02
   3,601.23
   6,604.45
   8,607.67
   4,610.91
   11,614.15
   11,617.41
   7,620.67
   5,623.94
   6,627.22
   5,630.51
   8,633.81
   7,637.11
   9,640.43
   17,643.75
   12,647.08
   14,650.43
   15,653.78
   25,657.14
   27,660.51
   22,663.89
   39,667.27
   39,670.67
   49,674.08
   45,677.49
   52,680.91
   54,684.35
   64,687.79
   72,691.24
   62,694.70
   75,698.17
   87,701.65
   80,705.14
   84,708.64
   60,712.15
   72,715.67
   82,719.19
   61,722.73
   51,726.27
   39,729.83
   46,733.39
   34,736.97
   30,740.55
   31,744.15
   22,747.75
   16,751.36
   13,754.98
   9,758.62
   5,762.26
   8,765.91
   6,769.57
   6,773.24
   0,776.92
   3,780.61
   5,784.31
   2,788.03
   1,791.75
   3,795.48
   2,799.22
   1,802.97
   1,806.73
   0,810.50
   2,814.28
   3,818.07
   1,821.87
   3,825.68
   2,829.50
   2,833.33
   4,837.17
   2,841.02
   1,844.89
   1,848.76
   0,852.64
   2,856.53
   0,860.44
   0,864.35
   0,868.27
   2,872.21
   0,876.15
   1,880.11
   0,884.07
   1,888.05
   0,892.03
   1,896.03
   0,900.04
   0,904.06
   0,908.08
   0,912.12
   0,916.17
   0,920.23
   0,924.31
   0,928.39
   0,932.48
   0,936.58
   0,940.70
   0,944.82
   0,948.96
   1,953.10
   0,957.26
   1,961.43
   0,965.61
   0,969.80
   0,974.00
   0,978.21
   1,982.44
   0,986.67
   1,990.92
   0,995.17
   0,999.44
   1,1003.72
   2,1008.01
   1,1012.31
   0,1016.62
   0,1020.95
   0,1025.28
   0,1029.63
   0,1033.99
   0,1038.36
   0,1042.74
   0,1047.13
   0,1051.53
   1,1055.94
   0,1060.37
   1,1064.81
   0,1069.26
   1,1073.72
   0,1078.19
   0,1082.67
   0,1087.17
   0,1091.67
   0,1096.19
   0,1100.72
   0,1105.26
   0,1109.81
   0,1114.38
   0,1118.95
   0,1123.54
   0,1128.14
   1,1132.75
   1,1137.38
   0,1142.01
   1,1146.66
   1,1151.32
   0,1155.99
   0,1160.67
   1,1165.37
   0,1170.08
   0,1174.80
   1,1179.53
   0,1184.27
   1,1189.03
   1,1193.79
   0,1198.57
   0,1203.36
   0,1208.17
   1,1212.98
   0,1217.81
   0,1222.65
   0,1227.51
   0,1232.37
   0,1237.25
   0,1242.14
   1,1247.04
   0,1251.95
   2,1256.88
   0,1261.82
   0,1266.77
   0,1271.74
   0,1276.71
   0,1281.70
   0,1286.70
   0,1291.72
   0,1296.75
   0,1301.78
   0,1306.84
   0,1311.90
   0,1316.98
   1,1322.07
   1,1327.17
   0,1332.29
   1,1337.42
   0,1342.56
   1,1347.71
   0,1352.88
   0,1358.06
   0,1363.25
   0,1368.46
   0,1373.68
   1,1378.91
   0,1384.15
   1,1389.41
   0,1394.68
   0,1399.96
   0,1405.26
   0,1410.57
   0,1415.89
   0,1421.23
   0,1426.58
