Data,Energy
763,648
733,649
832,650
799,651
881,652
929,653
910,654
925,655
947,656
976,657
943,658
1011,659
1098,660
1109,661
1117,662
1066,663
1109,664
1154,665
1166,666
1161,667
1238,668
1189,669
1191,670
1215,671
1187,672
1275,673
1180,674
1159,675
1192,676
1224,677
1141,678
1165,679
1074,680
1131,681
1114,682
1030,683
1037,684
1108,685
995,686
1010,687
966,688
945,689
860,690
858,691
864,692
782,693
758,694
693,695
712,696
649,697
674,698
659,699
618,700
609,701
627,702
580,703
570,704
577,705
522,706
549,707
513,708
504,709
510,710
473,711
471,712
459,713
431,714
457,715
425,716
417,717
374,718
384,719
378,720
384,721
367,722
376,723
385,724
380,725
333,726
354,727
300,728
324,729
333,730
288,731
305,732
280,733
295,734
266,735
290,736
291,737
261,738
278,739
263,740
253,741
231,742
204,743
256,744
235,745
216,746
213,747
234,748
199,749
194,750
190,751
188,752
177,753
195,754
193,755
175,756
163,757
153,758
173,759
165,760
156,761
153,762
157,763
150,764
138,765
158,766
143,767
152,768
116,769
134,770
158,771
144,772
142,773
157,774
118,775
105,776
121,777
126,778
123,779
161,780
177,781
152,782
127,783
121,784
142,785
130,786
153,787
163,788
155,789
135,790
154,791
143,792
172,793
172,794
163,795
165,796
157,797
153,798
176,799
157,800
191,801
169,802
176,803
203,804
179,805
182,806
198,807
200,808
188,809
193,810
183,811
206,812
189,813
198,814
219,815
197,816
218,817
208,818
206,819
216,820
204,821
206,822
218,823
207,824
202,825
218,826
204,827
201,828
177,829
217,830
209,831
175,832
184,833
187,834
178,835
179,836
154,837
190,838
178,839
184,840
161,841
142,842
126,843
136,844
126,845
120,846
123,847
127,848
114,849
106,850
100,851
91,852
105,853
84,854
68,855
70,856
70,857
63,858
82,859
60,860
65,861
56,862
45,863
37,864
44,865
53,866
43,867
39,868
57,869
34,870
38,871
38,872
30,873
34,874
41,875
37,876
36,877
24,878
41,879
34,880
26,881
39,882
29,883
31,884
29,885
32,886
35,887
34,888
32,889
33,890
32,891
46,892
30,893
53,894
37,895
38,896
41,897
45,898
45,899
50,900
35,901
51,902
62,903
53,904
52,905
46,906
56,907
40,908
40,909
32,910
52,911
26,912
49,913
44,914
36,915
58,916
37,917
44,918
36,919
40,920
41,921
44,922
38,923
32,924
30,925
28,926
38,927
23,928
31,929
33,930
29,931
27,932
33,933
29,934
23,935
17,936
32,937
10,938
20,939
20,940
20,941
14,942
15,943
7,944
12,945
15,946
12,947
13,948
13,949
12,950
6,951
11,952
11,953
9,954
9,955
13,956
4,957
5,958
12,959
3,960
9,961
15,962
8,963
6,964
9,965
7,966
9,967
6,968
5,969
8,970
6,971
3,972
9,973
6,974
13,975
4,976
8,977
4,978
5,979
8,980
3,981
5,982
5,983
5,984
12,985
6,986
1,987
4,988
8,989
2,990
10,991
5,992
4,993
4,994
6,995
3,996
9,997
2,998
6,999
6,1000
4,1001
7,1002
7,1003
8,1004
5,1005
6,1006
4,1007
6,1008
2,1009
5,1010
3,1011
5,1012
7,1013
5,1014
8,1015
4,1016
5,1017
2,1018
2,1019
3,1020
2,1021
4,1022
2772,1023
